0.5830833333	1.77025	13.3291666667	1.8366666667	9.3833333333	2.1091666667	66.4583333333	131.1666666667	34.1083333333	-79.7333333333
1.449888889	4.771	8.106666667	1.308888889	5.36	1.437777778	43.15555556	61.28888889	34.74444444	-64.8
15.3946666667	17.0186666667	32.0166666667	19.3022222222	2.8122222222	9.8155555556	60.4	99.8	42.4666666667	-38.5
7.240583333	9.982166667	23.93833333	11.03777778	3.615555556	8.746666667	73.94166667	94.24166667	48.575	-44.325
22.7175	29.2138333333	18.365	9.2833333333	1.2783333333	7.8033333333	56.5666666667	89.6833333333	28.45	-37.12
4.2721666667	4.9703333333	56.675	20.73	15.455	20.49	58.6666666667	93.45	32.7833333333	-53.55
0.0	9.792	19.535	9.055	4.71	4.795	68.425	87.125	58.75	-48.325
7.3950740741	9.4258518519	23.5259259259	9.8975	3.88375	8.1375	61.6185185185	100.0518518519	34.4111111111	-45.7888888889
16.8075833333	25.2026666667	25.6733333333	11.9666666667	3.2733333333	7.9783333333	58.3833333333	77.4333333333	44.2916666667	-36.1083333333
12.6871111111	16.5355555556	35.3078	16.4	3.5933	15.4933	64.8777777778	110.8888888889	48.2111111111	-43.4888888889
5.899666667	8.061	27.4925	12.33583333	3.846666667	11.31	79.025	117.9333333	55.06666667	-51.24166667
1.0586666667	2.238	35.535	13.5483333333	11.4066666667	10.58	38.8166666667	86.3833333333	32.2	-56.8666666667
3.6998888889	7.1108888889	18.3344444444	5.555	5.75	5.35	86.2888888889	102.8777777778	46.4888888889	-45.2444444444
8.3553333333	13.3395	33.3583333333	11.58	3.82	17.9583333333	66.5333333333	99.0666666667	43.2833333333	-50.5833333333
24.337	37.69683333	15.87166667	7.653333333	1.596666667	6.621666667	55.9	94.13333333	31.0	-34.33333333
5.2456666667	9.6366666667	18.8733333333	8.3266666667	3.8	6.7466666667	78.5	99.3833333333	61.6333333333	-44.4
3.9369166667	13.8244083333	18.9408333333	5.69875	5.2458333333	7.99625	38.0708333333	95.525	29.2375	-55.2208333333
2.97	8.4373333333	25.345	10.09	8.7933333333	6.4616666667	26.8833333333	61.6666666667	21.6666666667	-54.2666666667
6.8911	22.6484761905	13.8285714286	6.2723809524	2.924047619	4.4288095238	33.8238095238	70.9619047619	25.280952381	-50.6380952381
8.2246666667	9.0816666667	48.1616666667	34.8	5.9883333333	7.3733333333	86.8	126.1	32.5833333333	-65.05
11.9083333333	17.4303333333	65.0883333333	35.3033333333	5.0841666667	24.7008333333	59.3666666667	138.3333333333	33.0916666667	-58.1416666667
5.5771666667	9.1313333333	56.5333333333	33.9833333333	6.1833333333	16.3666666667	84.25	136.9166666667	39.0333333333	-59.2833333333
5.2362222222	6.6508888889	78.1444444444	49.5888888889	10.4222222222	18.1333333333	77.8333333333	125.0888888889	45.6555555556	-68.4888888889
4.318666667	6.284333333	60.86	32.58666667	9.765	18.50833333	81.8	152.9	47.03333333	-57.93333333
0.6085	4.0601666667	27.6466666667	7.5	10.8216666667	9.325	58.05	69.7	47.5166666667	-51.1666666667
0.778	1.647	40.9591666667	5.655	22.69975	5.315	59.7333333333	86.4916666667	34.95	-45.9916666667
0.6055833333	1.09	36.2541666667	3.7991666667	39.565	2.4966666667	42.7083333333	85.4	27.25	-74.2416666667
0.4196666667	1.0046666667	50.3666666667	2.5533333333	45.08	2.8383333333	53.4333333333	81.85	33.05	-61.5333333333
1.25225	2.47225	44.2675	3.4975	38.0375	2.5825	51.225	65.5	37.875	-54.55
0.3325	0.8525	58.9275	4.24	53.115	4.445	60.7	87.275	32.05	-71.75
1.2041666667	1.9825	35.7125	3.7966666667	31.0375	3.9616666667	29.4666666667	58.575	23.8916666667	-58.8333333333
4.6075833333	4.5395	119.7275	57.0641666667	11.2133333333	51.45	72.7416666667	115.4833333333	33.85	-59.2083333333
4.1645	4.3545	92.7833333333	44.7833333333	5.1833333333	42.8166666667	82.8166666667	140.9833333333	35.9666666667	-61.25
